N,P,K,temperature,humidity,ph,rainfall,label
85,51,47,20.96,66.96,7.21,102.98,wheat
68,55,46,16.61,68.97,6.99,127.74,wheat
96,54,43,16.97,59.75,6.09,85.86,wheat
62,46,57,18.25,59.39,6.68,63.25,wheat
109,49,52,19.69,66.59,7.25,78.43,wheat
87,45,51,18.29,63.07,7.25,96.17,wheat
78,67,47,18.18,67.35,6.73,93.75,wheat
90,55,38,16.49,51.54,6.97,74.81,wheat
69,50,52,16.06,54.61,7.22,110.42,wheat
84,54,40,16.45,66.67,6.03,63.02,wheat
88,44,50,15.35,61.45,6.08,78.08,wheat
69,68,49,20.07,50.37,7.08,106.32,wheat
74,42,46,23.93,67.35,6.26,118.13,wheat
90,63,55,16.64,63.19,6.4,110.69,wheat
77,53,49,17.07,57.71,6.16,74.16,wheat
102,55,45,16.35,51.93,6.71,103.03,wheat
61,63,47,16.06,59.64,6.2,102.24,wheat
101,66,54,20.84,60.44,6.56,63.04,wheat
86,46,55,22.11,57.62,6.88,111.9,wheat
98,60,37,16.2,59.54,6.35,120.13,wheat
74,66,45,16.7,64.18,7.18,100.46,wheat
65,40,51,21.19,56.32,6.54,70.83,wheat
92,47,56,18.81,57.31,6.41,107.64,wheat
97,52,54,19.34,57.4,6.83,77.76,wheat
75,50,52,21.62,67.1,6.99,112.35,wheat
82,60,39,16.93,58.01,6.51,98.54,wheat
94,61,39,23.68,50.11,6.14,70.17,wheat
106,53,36,17.0,51.6,6.06,86.9,wheat
109,58,48,21.4,61.95,7.42,117.42,wheat
92,53,40,20.91,66.08,6.43,62.35,wheat
89,55,40,16.53,50.72,6.36,60.02,wheat
67,69,54,18.18,57.9,6.88,96.24,wheat
96,42,37,17.56,66.6,7.37,84.37,wheat
108,48,50,16.75,68.59,6.86,78.28,wheat
80,43,36,17.65,68.94,7.2,126.97,wheat
103,64,49,21.25,69.32,6.84,113.9,wheat
97,68,46,19.15,61.74,6.04,68.14,wheat
63,59,59,21.09,54.6,6.47,126.88,wheat
85,40,55,17.23,51.86,7.01,117.48,wheat
63,67,46,18.18,67.89,6.4,126.3,wheat
94,67,47,16.8,64.71,7.31,74.47,wheat
70,47,50,16.4,52.13,7.38,107.31,wheat
93,58,54,19.87,50.85,6.72,103.45,wheat
84,69,57,22.82,59.82,7.48,124.12,wheat
74,46,49,15.49,65.99,6.72,97.85,wheat
85,51,52,16.57,69.53,7.05,92.2,wheat
94,40,40,20.23,56.51,6.92,78.18,wheat
87,47,46,20.52,57.32,6.75,74.74,wheat
95,51,56,17.52,53.6,6.2,100.31,wheat
71,43,41,17.12,58.64,6.57,70.21,wheat
107,44,55,16.59,59.99,7.49,119.46,wheat
85,61,54,17.7,61.24,6.85,87.89,wheat
94,41,55,19.29,62.6,6.67,83.43,wheat
78,56,58,17.32,50.4,6.18,120.72,wheat
108,45,49,20.84,53.49,7.17,84.86,wheat
93,54,53,23.01,57.62,6.43,104.22,wheat
67,45,55,18.04,62.63,6.86,119.42,wheat
63,44,40,17.85,55.83,6.4,105.13,wheat
73,53,56,18.27,61.74,7.45,88.98,wheat
69,40,53,20.96,68.81,7.05,65.6,wheat
68,43,36,22.91,60.97,6.04,87.79,wheat
98,42,41,16.4,63.1,7.33,81.66,wheat
72,48,50,16.18,66.77,6.04,106.45,wheat
103,49,46,23.77,60.81,6.41,91.14,wheat
108,60,39,20.38,62.62,6.95,99.48,wheat
86,59,42,18.12,60.79,7.21,90.93,wheat
78,47,42,15.0,66.31,7.27,84.07,wheat
83,40,58,23.52,59.54,6.01,90.13,wheat
74,46,35,18.36,58.23,6.84,87.63,wheat
68,62,44,18.41,55.26,6.63,76.77,wheat
98,67,55,21.16,55.69,7.11,116.62,wheat
80,65,39,17.61,62.74,6.93,79.05,wheat
91,45,35,15.45,60.7,6.28,67.16,wheat
73,61,53,17.1,53.01,6.74,83.93,wheat
75,63,59,19.17,65.83,6.5,119.05,wheat
107,41,54,15.64,59.4,6.29,118.91,wheat
100,64,38,21.91,54.98,7.16,91.01,wheat
96,41,46,21.94,60.42,7.47,93.1,wheat
94,49,43,20.66,50.84,7.41,96.46,wheat
72,59,39,22.99,67.27,6.33,67.9,wheat
91,49,39,17.48,52.39,7.18,60.63,wheat
62,63,46,20.37,57.43,6.13,71.04,wheat
64,58,58,23.97,62.5,6.09,105.12,wheat
95,63,38,17.09,69.63,7.18,112.97,wheat
100,53,39,21.2,57.16,6.2,122.91,wheat
84,53,42,21.27,53.8,6.28,84.34,wheat
96,48,55,23.23,61.09,6.1,70.85,wheat
74,47,44,15.01,62.76,6.57,72.99,wheat
60,65,54,17.15,64.42,6.99,97.73,wheat
79,55,47,19.96,62.26,6.48,104.86,wheat
65,55,36,22.52,52.6,7.31,74.15,wheat
84,42,49,22.53,63.16,6.79,109.09,wheat
72,50,50,15.64,68.6,6.31,94.4,wheat
104,42,55,15.55,61.16,7.41,89.12,wheat
78,61,55,17.39,50.81,6.11,81.27,wheat
107,68,37,21.53,60.63,6.28,96.83,wheat
72,58,39,21.74,58.3,6.16,104.7,wheat
77,53,51,22.95,53.34,6.27,88.11,wheat
76,44,59,18.99,57.05,6.47,129.4,wheat
76,51,54,18.88,64.52,6.91,99.42,wheat
70,62,58,17.29,69.23,6.67,87.8,wheat
96,69,49,19.66,69.87,6.45,81.02,wheat
71,65,35,22.4,63.79,6.41,98.76,wheat
87,67,38,15.34,57.11,6.21,85.7,wheat
89,46,55,15.83,58.0,7.38,111.4,wheat
96,63,39,22.43,63.79,6.86,123.54,wheat
89,49,53,20.19,51.57,6.08,113.96,wheat
77,64,45,22.81,67.4,6.34,105.69,wheat
90,40,54,18.44,56.1,6.06,97.8,wheat
67,55,40,15.45,64.63,6.59,91.19,wheat
89,55,40,17.61,57.89,6.2,65.78,wheat
88,41,44,15.77,60.04,7.16,69.13,wheat
66,56,47,20.87,53.92,6.92,111.5,wheat
72,42,54,17.91,68.48,6.13,107.02,wheat
81,50,43,20.34,50.48,6.46,129.14,wheat
90,69,46,16.31,50.9,7.23,73.98,wheat
78,62,56,16.01,51.09,7.42,124.87,wheat
103,64,35,21.24,52.23,6.68,61.59,wheat
70,56,40,19.71,55.17,6.72,111.09,wheat
67,60,35,20.25,63.27,6.07,71.92,wheat
74,63,50,15.48,63.1,6.01,87.21,wheat
73,65,51,22.78,50.38,7.3,105.46,wheat
71,51,59,15.9,56.31,7.3,97.21,wheat
69,55,46,23.34,50.43,6.37,97.06,wheat
76,51,38,18.12,57.04,6.94,76.53,wheat
108,55,55,20.63,67.57,7.34,117.04,wheat
61,56,42,16.37,67.94,6.99,66.15,wheat
79,68,50,20.63,54.55,6.36,70.69,wheat
108,67,43,19.88,54.14,6.21,97.89,wheat
100,65,42,21.35,60.48,6.2,129.7,wheat
108,44,58,23.25,56.35,6.84,126.4,wheat
65,49,56,21.54,65.31,7.32,88.98,wheat
80,53,58,23.05,68.67,6.41,114.54,wheat
65,45,54,20.51,55.34,6.85,76.16,wheat
71,60,43,21.19,59.53,6.75,102.33,wheat
95,51,56,19.42,52.75,6.29,62.26,wheat
98,40,41,18.72,64.85,7.48,113.04,wheat
63,67,59,22.8,59.8,6.49,92.03,wheat
72,52,36,21.62,57.61,6.47,102.81,wheat
97,57,48,22.88,65.74,6.78,91.61,wheat
101,41,59,19.67,57.91,7.1,99.04,wheat
85,58,36,17.62,57.96,6.46,117.93,wheat
83,52,50,15.49,60.34,6.21,118.09,wheat
82,61,37,22.01,68.76,7.04,69.47,wheat
80,53,39,20.31,64.25,6.3,91.83,wheat
72,60,57,22.17,64.37,6.19,67.99,wheat
82,50,48,18.46,65.82,6.77,126.48,wheat
78,51,54,23.21,61.31,6.99,70.51,wheat
103,45,52,18.78,56.19,7.15,91.24,wheat
91,43,38,16.83,62.45,6.38,92.1,wheat
102,56,35,22.94,54.76,6.88,93.3,wheat
80,42,50,17.2,60.95,6.93,99.03,wheat
101,41,38,20.88,50.73,7.28,106.69,wheat
101,48,58,15.44,58.34,6.27,107.05,wheat
90,60,49,22.09,53.55,6.68,100.53,wheat
106,42,42,18.32,57.58,6.1,89.91,wheat
87,48,38,21.25,55.49,6.79,96.73,wheat
94,58,37,21.57,62.58,7.48,93.86,wheat
94,68,59,17.58,62.18,6.47,96.78,wheat
109,50,38,20.06,60.39,6.95,94.48,wheat
69,58,52,23.81,50.03,6.04,103.78,wheat
65,65,54,23.99,58.28,6.5,99.23,wheat
91,40,40,17.53,65.8,6.46,95.47,wheat
76,40,52,18.07,64.49,6.92,62.04,wheat
68,49,43,21.05,68.32,7.2,105.2,wheat
84,58,57,19.83,56.7,7.18,88.98,wheat
97,65,42,21.52,56.31,6.8,74.58,wheat
94,63,57,18.18,69.39,6.42,62.18,wheat
109,58,56,20.14,57.79,6.89,120.52,wheat
97,61,42,15.28,58.28,6.75,76.63,wheat
82,68,40,17.72,52.24,7.18,114.45,wheat
105,53,35,19.34,60.0,6.29,124.65,wheat
96,55,54,16.29,67.44,7.23,125.66,wheat
93,43,53,19.13,64.27,6.78,60.29,wheat
106,60,49,15.78,59.34,6.07,96.44,wheat
92,49,49,17.81,67.84,6.48,73.48,wheat
73,49,46,16.06,52.99,6.41,61.07,wheat
91,55,40,18.15,56.37,6.21,109.3,wheat
74,47,36,20.52,56.77,6.67,69.11,wheat
83,60,37,15.48,58.53,6.27,101.73,wheat
89,65,52,20.55,56.25,7.23,109.9,wheat
93,56,59,21.8,59.31,6.2,116.9,wheat
105,54,46,21.16,64.2,6.7,76.22,wheat
71,65,50,23.22,57.84,7.05,106.56,wheat
99,66,46,15.27,59.51,6.53,92.29,wheat
68,63,50,16.15,52.06,7.23,115.77,wheat
76,59,54,19.79,58.02,6.62,103.46,wheat
87,69,44,18.07,66.28,6.89,114.9,wheat
81,63,48,17.13,63.25,6.12,125.16,wheat
88,54,49,19.17,61.1,7.23,72.33,wheat
107,42,37,22.33,65.43,6.57,94.6,wheat
93,42,55,22.99,68.07,6.95,60.01,wheat
67,44,48,18.51,61.56,6.29,107.71,wheat
75,57,57,17.74,68.87,6.65,128.78,wheat
77,42,35,23.88,58.08,6.19,80.59,wheat
78,56,36,21.33,66.42,6.54,120.29,wheat
103,47,52,18.55,56.36,6.57,86.71,wheat
87,59,46,16.69,57.69,7.39,118.8,wheat
67,69,51,16.21,51.43,6.02,110.49,wheat
84,53,59,15.76,62.84,6.62,91.92,wheat
99,58,45,16.62,60.19,6.83,91.5,wheat
77,45,50,20.2,66.94,6.36,95.12,wheat
80,56,44,23.8,61.36,7.06,67.92,wheat
84,60,38,21.58,69.67,7.48,114.52,wheat
83,42,57,15.8,59.45,7.11,127.23,wheat
63,59,54,17.81,51.06,6.52,114.5,wheat
83,55,46,21.6,58.42,7.44,115.88,wheat
74,41,58,21.74,64.54,6.85,64.3,wheat
83,45,36,23.91,66.18,6.94,80.08,wheat
64,55,56,17.5,52.65,6.42,120.05,wheat
60,43,39,20.33,53.02,6.67,116.55,wheat
73,61,47,22.19,67.24,6.51,65.91,wheat
67,68,38,19.46,69.87,7.16,76.66,wheat
82,59,40,21.61,56.9,6.96,112.88,wheat
65,45,44,17.71,64.92,7.13,97.28,wheat
78,61,46,16.31,67.41,6.02,124.91,wheat
82,60,59,21.15,50.82,7.38,104.62,wheat
107,52,57,22.73,56.7,6.4,66.88,wheat
92,51,54,21.74,64.69,6.88,73.64,wheat
76,60,39,19.93,63.46,7.25,60.84,wheat
64,43,46,16.97,55.67,6.29,61.66,wheat
64,68,51,22.52,69.01,6.96,109.57,wheat
66,65,38,20.91,68.0,6.85,127.7,wheat
104,60,41,19.2,68.72,6.96,124.59,wheat
73,52,57,21.93,56.47,6.24,65.18,wheat
98,51,43,15.54,69.11,6.4,90.84,wheat
84,67,50,16.61,59.84,6.22,113.81,wheat
70,59,57,21.44,52.07,6.11,99.99,wheat
72,53,57,16.34,62.81,7.4,106.52,wheat
73,61,57,20.17,60.31,7.41,94.35,wheat
81,65,54,22.07,60.8,6.0,126.79,wheat
100,54,49,23.42,57.18,7.02,88.04,wheat
91,68,37,19.81,69.22,6.12,92.17,wheat
98,59,39,15.35,57.68,6.29,108.71,wheat
104,58,43,15.76,62.66,7.1,69.8,wheat
69,61,49,19.4,51.26,6.81,81.54,wheat
86,65,46,23.96,50.74,6.08,115.14,wheat
62,43,55,21.01,59.17,7.02,121.2,wheat
67,57,58,15.33,52.83,6.98,92.99,wheat
105,41,52,16.17,53.44,6.07,81.51,wheat
99,53,39,20.32,66.36,6.16,94.8,wheat
99,46,55,18.84,66.23,7.47,107.49,wheat
76,69,49,16.24,66.73,7.19,113.5,wheat
89,50,38,16.27,58.3,7.04,98.74,wheat
81,67,36,15.9,66.95,6.92,114.44,wheat
60,54,35,16.61,51.78,6.98,122.08,wheat
80,64,54,21.23,54.12,6.96,96.62,wheat
80,68,50,15.34,53.6,6.75,126.52,wheat
91,63,43,15.04,54.71,6.18,97.11,wheat
64,50,54,19.86,54.39,7.16,106.15,wheat
73,45,54,21.17,69.37,6.71,72.34,wheat
93,41,51,17.57,58.69,6.5,116.36,wheat
97,41,53,23.32,53.52,7.18,93.95,wheat
65,66,53,20.33,56.52,6.3,107.38,wheat
76,63,43,15.88,64.75,7.3,86.29,wheat
71,54,47,23.01,52.9,7.39,91.85,wheat
79,44,53,20.69,69.51,6.3,68.9,wheat
94,41,38,22.66,59.17,6.26,84.05,wheat
104,58,54,20.74,62.23,6.25,127.91,wheat
102,42,56,19.4,69.91,6.89,118.59,wheat
73,61,53,17.22,56.55,6.87,122.43,wheat
89,44,49,15.05,69.6,6.06,92.95,wheat
98,41,48,19.31,65.96,7.23,91.67,wheat
72,56,35,21.59,69.0,6.2,80.71,wheat
92,42,46,17.74,64.07,7.29,112.31,wheat
61,53,54,22.87,58.11,7.18,85.93,wheat
83,59,56,15.64,67.87,6.5,62.29,wheat
81,48,58,19.88,65.89,7.18,65.67,wheat
104,62,36,23.51,63.49,7.33,67.77,wheat
78,58,44,16.58,61.18,6.1,109.65,wheat
70,69,40,16.02,59.57,7.41,100.61,wheat
107,46,53,17.03,57.05,6.4,107.62,wheat
73,41,43,19.38,60.53,6.18,109.69,wheat
93,55,42,20.59,66.0,7.42,116.62,wheat
107,41,57,19.12,51.6,7.35,80.19,wheat
107,43,41,21.27,59.93,7.31,96.45,wheat
91,48,59,19.87,52.64,6.52,91.07,wheat
92,48,36,22.85,54.65,7.42,105.13,wheat
80,50,51,17.94,61.87,7.05,118.93,wheat
82,49,38,22.1,53.43,6.39,93.9,wheat
108,63,36,18.18,59.12,6.25,124.69,wheat
95,48,59,22.55,63.86,7.0,70.74,wheat
71,41,42,16.14,55.21,6.28,99.37,wheat
61,49,43,18.36,60.8,6.24,81.11,wheat
106,52,47,16.31,59.16,6.48,60.3,wheat
96,69,43,21.35,59.48,6.43,126.08,wheat
109,57,38,20.09,68.14,6.66,108.24,wheat
96,67,38,19.96,56.16,6.6,118.86,wheat
82,42,36,20.77,61.67,6.33,125.5,wheat
73,40,48,19.01,63.43,6.13,95.83,wheat
69,49,50,23.49,68.17,6.54,70.36,wheat
102,51,44,17.56,57.03,7.47,121.2,wheat
64,61,46,23.93,66.07,6.43,116.4,wheat
108,52,57,16.26,61.74,6.13,74.54,wheat
83,66,59,15.6,69.2,7.13,66.19,wheat
80,67,45,20.0,64.2,7.13,69.58,wheat
69,51,48,15.38,66.52,7.25,81.27,wheat
87,53,35,15.02,55.25,7.43,118.4,wheat
83,59,57,18.75,59.84,7.03,77.13,wheat
65,48,59,15.6,64.91,6.87,99.59,wheat
103,58,46,21.25,52.39,6.77,100.27,wheat
102,44,36,17.88,67.57,6.2,71.43,wheat
73,52,57,18.2,55.8,6.79,125.54,wheat
85,62,39,15.85,65.05,6.82,121.07,wheat
101,60,42,21.17,63.77,6.14,100.6,wheat
101,40,47,18.36,59.7,6.51,123.76,wheat
65,44,40,16.7,67.94,6.92,118.2,wheat
86,55,48,21.81,52.28,6.69,65.35,wheat
100,67,46,17.8,57.25,7.23,122.28,wheat
89,62,43,21.39,50.58,7.22,75.57,wheat
102,44,40,16.13,52.6,6.12,108.36,wheat
99,42,54,21.82,50.85,6.16,115.51,wheat
85,41,37,17.28,51.32,7.0,112.82,wheat
99,67,40,23.11,53.7,6.53,66.35,wheat
102,68,58,18.13,53.21,6.75,111.0,wheat
72,57,37,20.2,50.28,6.33,73.41,wheat
74,67,48,23.76,51.97,6.32,95.29,wheat
95,50,49,18.96,69.15,6.27,84.84,wheat
78,46,40,16.02,69.69,6.19,67.72,wheat
66,62,52,20.01,50.81,6.49,68.1,wheat
74,58,42,23.79,58.88,6.83,80.34,wheat
102,45,36,22.57,59.51,7.02,72.55,wheat
109,54,37,18.94,63.17,6.13,70.04,wheat
80,57,37,23.33,69.56,6.1,128.26,wheat
76,57,59,16.1,66.76,7.09,79.5,wheat
95,57,41,22.11,62.88,6.6,93.31,wheat
90,52,47,17.51,65.36,6.16,77.55,wheat
84,58,38,15.9,51.06,6.1,107.47,wheat
108,51,51,16.37,62.44,6.14,65.36,wheat
97,63,54,16.82,63.24,6.74,78.32,wheat
77,65,48,23.57,50.63,6.65,124.05,wheat
79,49,44,19.14,50.66,6.83,120.23,wheat
75,61,47,16.21,64.31,6.73,67.66,wheat
93,59,52,20.15,59.52,7.28,95.47,wheat
79,54,59,20.55,57.06,7.47,82.43,wheat
61,41,55,18.14,64.84,6.04,122.39,wheat
77,42,43,18.22,57.03,6.99,77.33,wheat
92,57,57,15.59,56.1,6.51,61.38,wheat
76,53,56,20.11,68.03,6.4,108.72,wheat
89,69,44,18.51,61.45,7.21,67.0,wheat
93,50,47,21.88,56.79,6.92,85.43,wheat
81,54,56,22.08,66.81,6.8,80.11,wheat
62,69,45,17.03,64.86,6.14,119.09,wheat
64,50,36,22.21,59.51,6.31,115.7,wheat
92,49,55,18.9,60.8,6.3,88.16,wheat
91,53,54,16.63,50.37,7.05,120.39,wheat
88,46,59,21.68,59.35,7.41,97.29,wheat
90,63,45,20.1,62.54,6.78,85.5,wheat
67,44,52,17.7,58.71,6.48,118.12,wheat
63,46,45,22.41,62.92,6.38,102.09,wheat
80,43,39,17.21,66.54,6.7,99.19,wheat
81,59,35,16.43,52.73,6.39,116.25,wheat
92,45,56,23.67,59.72,6.03,120.17,wheat
64,58,56,23.11,58.14,6.55,106.02,wheat
64,68,53,16.27,52.24,7.1,125.31,wheat
86,64,58,23.38,55.04,7.33,76.67,wheat
66,64,43,20.26,57.8,7.12,76.52,wheat
81,44,39,23.73,58.79,6.38,101.26,wheat
84,51,58,17.85,58.48,7.02,127.43,wheat
103,68,44,21.44,66.43,6.03,127.68,wheat
90,65,51,23.47,63.81,7.18,76.78,wheat
87,49,58,18.27,66.25,6.18,120.69,wheat
102,51,57,18.54,69.56,6.38,66.32,wheat
101,47,40,23.01,68.32,6.95,121.56,wheat
98,52,35,22.8,66.46,7.41,92.98,wheat
80,65,52,22.89,66.4,7.24,108.89,wheat
85,50,50,22.32,64.76,6.68,61.91,wheat
62,59,50,22.12,52.72,6.6,103.98,wheat
75,42,38,19.65,69.39,7.25,113.42,wheat
102,60,54,17.87,59.57,7.1,78.25,wheat
94,64,54,16.79,58.29,6.27,121.35,wheat
107,66,40,23.53,68.46,6.97,103.86,wheat
105,69,39,21.31,53.38,6.6,90.02,wheat
73,42,44,23.53,52.35,7.08,90.46,wheat
106,53,51,16.07,64.27,6.29,120.34,wheat
99,48,47,16.17,67.13,6.9,129.66,wheat
74,60,45,18.68,52.92,6.44,78.33,wheat
90,67,44,21.16,59.16,6.02,69.32,wheat
76,60,52,21.42,64.17,7.1,77.94,wheat
64,41,43,17.11,68.16,7.5,125.75,wheat
108,57,53,15.41,55.07,6.93,81.18,wheat
79,51,59,20.04,61.61,6.39,95.26,wheat
106,66,38,17.86,60.61,6.21,68.18,wheat
62,43,56,22.51,64.96,7.39,79.8,wheat
103,58,54,17.37,56.26,7.34,82.09,wheat
109,62,38,22.68,63.15,7.2,63.73,wheat
67,46,35,17.34,64.12,6.65,129.66,wheat
106,41,43,21.38,59.7,6.74,119.21,wheat
103,43,37,22.81,53.61,6.25,95.61,wheat
73,66,49,20.25,69.43,6.79,99.96,wheat
80,42,54,21.09,67.75,6.04,107.69,wheat
94,51,49,23.56,66.74,6.23,65.67,wheat
101,59,46,23.6,61.88,6.01,127.88,wheat
92,68,43,21.58,64.69,7.44,99.84,wheat
70,41,51,17.91,51.11,6.11,126.63,wheat
79,51,39,23.69,67.31,6.13,119.66,wheat
68,63,42,21.77,63.08,6.18,94.36,wheat
81,64,42,21.16,52.63,7.0,118.24,wheat
85,54,57,19.29,61.26,6.63,112.95,wheat
100,58,45,18.83,50.81,6.51,92.45,wheat
71,60,38,19.46,62.59,6.79,80.35,wheat
81,67,46,16.34,52.56,7.35,118.91,wheat
86,48,36,15.69,50.9,6.16,89.74,wheat
64,59,49,17.28,55.1,6.12,95.24,wheat
65,59,39,16.64,57.86,6.12,121.37,wheat
74,57,46,21.03,62.48,6.4,127.67,wheat
103,45,39,21.72,62.08,7.31,67.44,wheat
86,40,37,16.55,59.54,7.04,120.81,wheat
108,58,47,20.57,69.48,6.54,107.17,wheat
94,51,42,16.13,50.28,6.17,61.11,wheat
108,65,40,20.84,62.99,6.65,103.82,wheat
99,45,42,19.17,59.48,6.03,71.63,wheat
67,61,59,19.24,67.2,6.88,74.09,wheat
88,65,36,15.07,62.61,7.07,128.56,wheat
102,62,49,19.99,55.82,6.73,94.03,wheat
89,58,51,22.35,59.76,7.07,96.98,wheat
81,49,36,23.04,58.34,6.71,94.64,wheat
106,50,52,15.19,55.76,6.29,84.07,wheat
71,46,57,18.05,62.04,7.26,105.99,wheat
66,48,52,23.64,66.66,7.01,111.42,wheat
99,63,56,20.6,55.65,7.12,106.69,wheat
66,45,50,15.91,58.32,7.49,81.26,wheat
70,41,35,22.93,57.14,6.24,117.96,wheat
104,40,36,18.88,62.35,6.18,75.69,wheat
72,50,43,15.42,67.55,6.4,70.58,wheat
94,55,51,21.36,68.53,6.66,92.0,wheat
102,43,37,20.5,65.64,7.42,117.65,wheat
62,43,50,22.84,68.22,6.24,80.45,wheat
82,55,53,15.89,62.94,6.5,69.64,wheat
102,53,45,21.92,54.91,7.21,83.89,wheat
85,42,44,21.79,57.21,7.0,70.61,wheat
97,52,40,22.22,58.27,6.61,92.11,wheat
102,63,44,15.27,52.91,6.01,116.44,wheat
107,42,42,23.84,53.29,6.09,113.14,wheat
93,59,57,15.52,62.63,7.07,106.23,wheat
85,48,45,21.13,61.07,6.46,111.99,wheat
105,40,41,19.75,68.41,7.05,91.23,wheat
70,56,54,20.87,63.95,7.33,114.71,wheat
80,45,42,15.33,56.69,7.09,111.8,wheat
66,69,42,15.84,61.04,6.78,112.99,wheat
68,40,54,20.33,54.83,7.16,110.86,wheat
109,43,36,18.36,62.54,6.53,63.34,wheat
92,43,42,21.63,59.06,7.47,116.38,wheat
109,56,57,20.65,60.67,6.89,84.52,wheat
74,63,52,21.05,64.29,6.78,77.33,wheat
21,58,20,22.53,62.45,6.92,100.56,maize
16,37,20,23.33,71.15,6.24,83.94,maize
26,55,15,21.85,72.47,6.35,79.2,maize
33,54,21,25.77,63.61,5.75,94.11,maize
17,63,20,20.83,65.32,6.45,96.06,maize
33,49,21,24.21,70.22,5.74,86.45,maize
15,41,15,26.94,67.58,6.47,98.52,maize
17,58,12,26.26,82.23,5.93,100.05,maize
24,39,15,26.09,70.44,6.65,86.12,maize
33,66,16,25.04,75.14,7.02,82.76,maize
24,53,16,26.06,68.13,7.1,91.55,maize
23,44,15,23.79,83.95,7.28,95.48,maize
27,69,19,24.0,79.9,6.91,85.86,maize
17,57,13,24.33,74.42,5.61,86.36,maize
18,54,20,20.84,83.4,5.86,56.04,maize
30,44,19,26.21,71.11,7.11,88.38,maize
23,36,20,20.16,70.93,6.33,102.28,maize
21,45,13,20.7,64.2,5.79,69.06,maize
16,47,16,21.18,75.36,6.15,56.49,maize
16,50,15,22.89,68.11,6.25,100.53,maize
17,43,19,24.1,72.32,7.0,76.18,maize
17,37,16,22.85,72.1,6.31,67.86,maize
32,45,21,24.73,66.16,6.61,98.19,maize
21,51,12,24.45,65.09,7.44,75.53,maize
34,66,17,22.97,82.79,6.4,55.06,maize
24,68,14,26.8,60.01,7.37,81.52,maize
26,68,15,22.46,75.81,6.67,83.07,maize
15,64,17,22.1,69.88,5.75,62.68,maize
26,46,16,24.27,83.94,6.14,92.52,maize
21,45,19,23.17,66.15,7.47,73.79,maize
24,58,12,24.84,76.16,5.5,81.21,maize
33,61,16,26.27,77.58,7.02,84.6,maize
30,60,12,20.22,80.8,6.84,91.97,maize
22,67,20,22.51,64.43,7.04,93.34,maize
15,53,21,23.11,65.54,5.54,70.46,maize
33,49,12,24.29,67.58,6.94,67.88,maize
24,49,14,26.33,77.67,5.92,65.78,maize
31,50,20,23.98,72.35,6.6,91.29,maize
26,62,17,20.46,63.21,5.63,69.28,maize
26,44,17,25.48,64.8,6.86,109.56,maize
28,56,14,23.92,71.35,7.38,90.25,maize
33,37,21,23.03,84.88,6.05,92.41,maize
24,49,19,26.19,65.61,6.06,78.1,maize
23,35,13,20.57,74.3,5.55,95.56,maize
34,51,12,21.75,64.11,6.12,89.43,maize
16,54,20,24.15,75.66,6.17,68.77,maize
17,44,15,20.38,68.34,7.09,106.9,maize
30,59,19,24.38,74.47,5.67,58.34,maize
15,47,20,20.46,63.19,7.34,79.31,maize
21,60,12,24.74,73.98,6.09,75.98,maize
16,65,14,24.2,76.49,5.52,76.12,maize
30,70,18,22.38,83.44,7.07,79.97,maize
21,42,13,24.17,61.69,7.08,65.65,maize
26,60,14,22.95,78.12,6.39,68.37,maize
30,37,15,23.05,83.99,7.01,72.12,maize
32,66,13,22.16,68.57,6.24,55.44,maize
26,62,12,23.55,80.88,7.22,78.21,maize
18,43,21,25.5,68.54,6.84,93.21,maize
34,58,15,24.05,84.08,6.73,78.03,maize
18,53,19,20.3,65.49,5.51,67.27,maize
19,59,14,25.14,83.81,6.16,95.7,maize
19,42,21,22.54,61.84,5.56,61.34,maize
20,42,17,25.36,61.1,5.56,65.88,maize
18,70,19,22.38,73.86,5.86,56.18,maize
31,71,12,24.74,69.47,7.07,61.1,maize
33,47,14,25.67,76.52,7.38,108.74,maize
34,70,20,20.46,63.61,7.35,98.72,maize
18,50,15,24.2,84.42,5.99,57.54,maize
27,42,17,25.53,68.19,5.61,98.76,maize
32,69,21,26.2,65.23,5.66,80.89,maize
28,37,17,25.26,76.13,6.52,82.42,maize
24,47,15,24.86,77.89,6.49,69.76,maize
23,71,17,20.26,65.49,5.91,102.47,maize
22,47,20,24.0,83.39,6.25,85.28,maize
17,38,16,22.46,74.6,6.43,89.16,maize
23,53,16,25.63,67.93,6.26,64.88,maize
19,60,15,20.58,81.07,6.53,90.4,maize
30,72,12,20.5,60.96,5.9,65.82,maize
21,47,20,24.78,66.86,6.91,109.89,maize
34,65,19,26.39,60.21,6.1,100.23,maize
30,51,16,24.06,76.38,6.44,83.2,maize
30,40,15,21.59,78.73,6.45,83.37,maize
30,65,19,23.23,79.8,6.13,65.33,maize
30,62,14,23.15,73.96,6.25,86.76,maize
17,72,12,25.67,80.86,6.18,78.05,maize
28,51,19,23.76,68.15,5.55,98.19,maize
33,41,21,22.31,75.75,6.71,88.43,maize
32,74,14,22.73,73.36,5.88,60.98,maize
26,53,20,20.65,62.61,6.61,56.76,maize
28,54,13,20.49,84.07,6.07,67.82,maize
28,37,12,23.63,64.3,7.22,77.6,maize
18,39,17,23.35,61.72,7.41,102.61,maize
17,43,16,24.97,71.87,6.71,106.65,maize
26,55,18,21.93,60.19,5.79,58.52,maize
22,67,17,26.37,81.98,6.42,86.69,maize
29,46,20,23.19,77.51,6.92,71.36,maize
